it ant_count alpha_ant beta_ant greedy random standard rank elit pso,,,,,,,,alpha=0.4,alpha=.55,alpha=1,bta=0.4,beta=0.85,beta=1,antcount=50,antcount=100,antcount=150,antcount=200
50,100,0.55,0.4,,,525.8138241,,FALSE,525.8138241,FALSE,525.8138241,FALSE,FALSE,FALSE,525.8138241,FALSE,FALSE
50,100,0.55,0.4,,,525.8138241,,FALSE,525.8138241,FALSE,525.8138241,FALSE,FALSE,FALSE,525.8138241,FALSE,FALSE
50,100,0.55,0.85,,,483.2475794,,FALSE,483.2475794,FALSE,FALSE,483.2475794,FALSE,FALSE,483.2475794,FALSE,FALSE
50,100,0.55,0.85,,,483.2475794,,FALSE,483.2475794,FALSE,FALSE,483.2475794,FALSE,FALSE,483.2475794,FALSE,FALSE
50,100,0.55,0.85,,,483.2475794,,FALSE,483.2475794,FALSE,FALSE,483.2475794,FALSE,FALSE,483.2475794,FALSE,FALSE
50,100,0.55,1,,,512.3489239,,FALSE,512.3489239,FALSE,FALSE,FALSE,512.3489239,FALSE,512.3489239,FALSE,FALSE
50,100,0.55,1,,,512.3489239,,FALSE,512.3489239,FALSE,FALSE,FALSE,512.3489239,FALSE,512.3489239,FALSE,FALSE
50,100,0.55,1,,,512.3489239,,FALSE,512.3489239,FALSE,FALSE,FALSE,512.3489239,FALSE,512.3489239,FALSE,FALSE
50,100,1,0.4,,,525.8138241,,FALSE,FALSE,525.8138241,525.8138241,FALSE,FALSE,FALSE,525.8138241,FALSE,FALSE
50,100,1,0.4,,,525.8138241,,FALSE,FALSE,525.8138241,525.8138241,FALSE,FALSE,FALSE,525.8138241,FALSE,FALSE
50,100,1,0.4,,,525.8138241,,FALSE,FALSE,525.8138241,525.8138241,FALSE,FALSE,FALSE,525.8138241,FALSE,FALSE
50,100,1,0.85,,,483.2475794,,FALSE,FALSE,483.2475794,FALSE,483.2475794,FALSE,FALSE,483.2475794,FALSE,FALSE
50,100,1,0.85,,,483.2475794,,FALSE,FALSE,483.2475794,FALSE,483.2475794,FALSE,FALSE,483.2475794,FALSE,FALSE
50,100,1,0.85,,,483.2475794,,FALSE,FALSE,483.2475794,FALSE,483.2475794,FALSE,FALSE,483.2475794,FALSE,FALSE
50,100,1,1,,,512.3489239,,FALSE,FALSE,512.3489239,FALSE,FALSE,512.3489239,FALSE,512.3489239,FALSE,FALSE
50,100,1,1,,,512.3489239,,FALSE,FALSE,512.3489239,FALSE,FALSE,512.3489239,FALSE,512.3489239,FALSE,FALSE
50,100,1,1,,,512.3489239,,FALSE,FALSE,512.3489239,FALSE,FALSE,512.3489239,FALSE,512.3489239,FALSE,FALSE
50,150,0.4,0.4,,,525.8138241,,525.8138241,FALSE,FALSE,525.8138241,FALSE,FALSE,FALSE,FALSE,525.8138241,FALSE
50,150,0.4,0.4,,,525.8138241,,525.8138241,FALSE,FALSE,525.8138241,FALSE,FALSE,FALSE,FALSE,525.8138241,FALSE
50,150,0.4,0.4,,,525.8138241,,525.8138241,FALSE,FALSE,525.8138241,FALSE,FALSE,FALSE,FALSE,525.8138241,FALSE
50,150,0.4,0.85,,,483.2475794,,483.2475794,FALSE,FALSE,FALSE,483.2475794,FALSE,FALSE,FALSE,483.2475794,FALSE
50,150,0.4,0.85,,,483.2475794,,483.2475794,FALSE,FALSE,FALSE,483.2475794,FALSE,FALSE,FALSE,483.2475794,FALSE
50,150,0.4,0.85,,,483.2475794,,483.2475794,FALSE,FALSE,FALSE,483.2475794,FALSE,FALSE,FALSE,483.2475794,FALSE
50,150,0.4,1,,,493.6854039,,493.6854039,FALSE,FALSE,FALSE,FALSE,493.6854039,FALSE,FALSE,493.6854039,FALSE
50,150,0.4,1,,,493.6854039,,493.6854039,FALSE,FALSE,FALSE,FALSE,493.6854039,FALSE,FALSE,493.6854039,FALSE
50,150,0.4,1,,,493.6854039,,493.6854039,FALSE,FALSE,FALSE,FALSE,493.6854039,FALSE,FALSE,493.6854039,FALSE
50,150,0.55,0.4,,,525.8138241,,FALSE,525.8138241,FALSE,525.8138241,FALSE,FALSE,FALSE,FALSE,525.8138241,FALSE
50,150,0.55,0.4,,,525.8138241,,FALSE,525.8138241,FALSE,525.8138241,FALSE,FALSE,FALSE,FALSE,525.8138241,FALSE
50,150,0.55,0.4,,,525.8138241,,FALSE,525.8138241,FALSE,525.8138241,FALSE,FALSE,FALSE,FALSE,525.8138241,FALSE
50,150,0.55,0.85,,,483.2475794,,FALSE,483.2475794,FALSE,FALSE,483.2475794,FALSE,FALSE,FALSE,483.2475794,FALSE
50,150,0.55,0.85,,,483.2475794,,FALSE,483.2475794,FALSE,FALSE,483.2475794,FALSE,FALSE,FALSE,483.2475794,FALSE
50,150,0.55,0.85,,,483.2475794,,FALSE,483.2475794,FALSE,FALSE,483.2475794,FALSE,FALSE,FALSE,483.2475794,FALSE
50,150,0.55,1,,,493.6854039,,FALSE,493.6854039,FALSE,FALSE,FALSE,493.6854039,FALSE,FALSE,493.6854039,FALSE
50,150,0.55,1,,,493.6854039,,FALSE,493.6854039,FALSE,FALSE,FALSE,493.6854039,FALSE,FALSE,493.6854039,FALSE
50,150,0.55,1,,,493.6854039,,FALSE,493.6854039,FALSE,FALSE,FALSE,493.6854039,FALSE,FALSE,493.6854039,FALSE
50,150,1,0.4,,,525.8138241,,FALSE,FALSE,525.8138241,525.8138241,FALSE,FALSE,FALSE,FALSE,525.8138241,FALSE
50,150,1,0.4,,,525.8138241,,FALSE,FALSE,525.8138241,525.8138241,FALSE,FALSE,FALSE,FALSE,525.8138241,FALSE
50,150,1,0.4,,,525.8138241,,FALSE,FALSE,525.8138241,525.8138241,FALSE,FALSE,FALSE,FALSE,525.8138241,FALSE
50,150,1,0.85,,,483.2475794,,FALSE,FALSE,483.2475794,FALSE,483.2475794,FALSE,FALSE,FALSE,483.2475794,FALSE
50,150,1,0.85,,,483.2475794,,FALSE,FALSE,483.2475794,FALSE,483.2475794,FALSE,FALSE,FALSE,483.2475794,FALSE
50,150,1,0.85,,,483.2475794,,FALSE,FALSE,483.2475794,FALSE,483.2475794,FALSE,FALSE,FALSE,483.2475794,FALSE
50,150,1,1,,,493.6854039,,FALSE,FALSE,493.6854039,FALSE,FALSE,493.6854039,FALSE,FALSE,493.6854039,FALSE
50,150,1,1,,,493.6854039,,FALSE,FALSE,493.6854039,FALSE,FALSE,493.6854039,FALSE,FALSE,493.6854039,FALSE
50,150,1,1,,,493.6854039,,FALSE,FALSE,493.6854039,FALSE,FALSE,493.6854039,FALSE,FALSE,493.6854039,FALSE
50,200,0.4,0.4,,,525.8138241,,525.8138241,FALSE,FALSE,525.8138241,FALSE,FALSE,FALSE,FALSE,FALSE,525.8138241
50,200,0.4,0.4,,,525.8138241,,525.8138241,FALSE,FALSE,525.8138241,FALSE,FALSE,FALSE,FALSE,FALSE,525.8138241
50,200,0.4,0.4,,,525.8138241,,525.8138241,FALSE,FALSE,525.8138241,FALSE,FALSE,FALSE,FALSE,FALSE,525.8138241
50,200,0.4,0.85,,,483.2475794,,483.2475794,FALSE,FALSE,FALSE,483.2475794,FALSE,FALSE,FALSE,FALSE,483.2475794
50,200,0.4,0.85,,,483.2475794,,483.2475794,FALSE,FALSE,FALSE,483.2475794,FALSE,FALSE,FALSE,FALSE,483.2475794
50,200,0.4,0.85,,,483.2475794,,483.2475794,FALSE,FALSE,FALSE,483.2475794,FALSE,FALSE,FALSE,FALSE,483.2475794
50,200,0.4,1,,,493.6854039,,493.6854039,FALSE,FALSE,FALSE,FALSE,493.6854039,FALSE,FALSE,FALSE,493.6854039
50,200,0.4,1,,,493.6854039,,493.6854039,FALSE,FALSE,FALSE,FALSE,493.6854039,FALSE,FALSE,FALSE,493.6854039
50,200,0.4,1,,,493.6854039,,493.6854039,FALSE,FALSE,FALSE,FALSE,493.6854039,FALSE,FALSE,FALSE,493.6854039
50,200,0.55,0.4,,,525.8138241,,FALSE,525.8138241,FALSE,525.8138241,FALSE,FALSE,FALSE,FALSE,FALSE,525.8138241
50,200,0.55,0.4,,,525.8138241,,FALSE,525.8138241,FALSE,525.8138241,FALSE,FALSE,FALSE,FALSE,FALSE,525.8138241
50,200,0.55,0.4,,,525.8138241,,FALSE,525.8138241,FALSE,525.8138241,FALSE,FALSE,FALSE,FALSE,FALSE,525.8138241
50,200,0.55,0.85,,,483.2475794,,FALSE,483.2475794,FALSE,FALSE,483.2475794,FALSE,FALSE,FALSE,FALSE,483.2475794
50,200,0.55,0.85,,,483.2475794,,FALSE,483.2475794,FALSE,FALSE,483.2475794,FALSE,FALSE,FALSE,FALSE,483.2475794
50,200,0.55,0.85,,,483.2475794,,FALSE,483.2475794,FALSE,FALSE,483.2475794,FALSE,FALSE,FALSE,FALSE,483.2475794
50,200,0.55,1,,,493.6854039,,FALSE,493.6854039,FALSE,FALSE,FALSE,493.6854039,FALSE,FALSE,FALSE,493.6854039
50,200,0.55,1,,,493.6854039,,FALSE,493.6854039,FALSE,FALSE,FALSE,493.6854039,FALSE,FALSE,FALSE,493.6854039
50,200,0.55,1,,,493.6854039,,FALSE,493.6854039,FALSE,FALSE,FALSE,493.6854039,FALSE,FALSE,FALSE,493.6854039
50,200,1,0.4,,,525.8138241,,FALSE,FALSE,525.8138241,525.8138241,FALSE,FALSE,FALSE,FALSE,FALSE,525.8138241
50,200,1,0.4,,,525.8138241,,FALSE,FALSE,525.8138241,525.8138241,FALSE,FALSE,FALSE,FALSE,FALSE,525.8138241
50,200,1,0.4,,,525.8138241,,FALSE,FALSE,525.8138241,525.8138241,FALSE,FALSE,FALSE,FALSE,FALSE,525.8138241
50,200,1,0.85,,,483.2475794,,FALSE,FALSE,483.2475794,FALSE,483.2475794,FALSE,FALSE,FALSE,FALSE,483.2475794
50,200,1,0.85,,,483.2475794,,FALSE,FALSE,483.2475794,FALSE,483.2475794,FALSE,FALSE,FALSE,FALSE,483.2475794
50,200,1,0.85,,,483.2475794,,FALSE,FALSE,483.2475794,FALSE,483.2475794,FALSE,FALSE,FALSE,FALSE,483.2475794
50,200,1,1,,,493.6854039,,FALSE,FALSE,493.6854039,FALSE,FALSE,493.6854039,FALSE,FALSE,FALSE,493.6854039
50,200,1,1,,,493.6854039,,FALSE,FALSE,493.6854039,FALSE,FALSE,493.6854039,FALSE,FALSE,FALSE,493.6854039
50,200,1,1,,,493.6854039,,FALSE,FALSE,493.6854039,FALSE,FALSE,493.6854039,FALSE,FALSE,FALSE,493.6854039
50,50,0.4,0.4,,,554.8697265,,554.8697265,FALSE,FALSE,554.8697265,FALSE,FALSE,554.8697265,FALSE,FALSE,FALSE
50,50,0.4,0.4,,,554.8697265,,554.8697265,FALSE,FALSE,554.8697265,FALSE,FALSE,554.8697265,FALSE,FALSE,FALSE
50,50,0.4,0.4,,,554.8697265,,554.8697265,FALSE,FALSE,554.8697265,FALSE,FALSE,554.8697265,FALSE,FALSE,FALSE
50,50,0.4,0.85,,,512.5156699,,512.5156699,FALSE,FALSE,FALSE,512.5156699,FALSE,512.5156699,FALSE,FALSE,FALSE
50,50,0.4,0.85,,,512.5156699,,512.5156699,FALSE,FALSE,FALSE,512.5156699,FALSE,512.5156699,FALSE,FALSE,FALSE
50,50,0.4,0.85,,,512.5156699,,512.5156699,FALSE,FALSE,FALSE,512.5156699,FALSE,512.5156699,FALSE,FALSE,FALSE
50,50,0.4,1,,,549.5335804,,549.5335804,FALSE,FALSE,FALSE,FALSE,549.5335804,549.5335804,FALSE,FALSE,FALSE
50,50,0.4,1,,,549.5335804,,549.5335804,FALSE,FALSE,FALSE,FALSE,549.5335804,549.5335804,FALSE,FALSE,FALSE
50,50,0.4,1,,,549.5335804,,549.5335804,FALSE,FALSE,FALSE,FALSE,549.5335804,549.5335804,FALSE,FALSE,FALSE
50,50,0.55,0.4,,,554.8697265,,FALSE,554.8697265,FALSE,554.8697265,FALSE,FALSE,554.8697265,FALSE,FALSE,FALSE
50,50,0.55,0.4,,,554.8697265,,FALSE,554.8697265,FALSE,554.8697265,FALSE,FALSE,554.8697265,FALSE,FALSE,FALSE
50,50,0.55,0.4,,,554.8697265,,FALSE,554.8697265,FALSE,554.8697265,FALSE,FALSE,554.8697265,FALSE,FALSE,FALSE
50,50,0.55,0.85,,,512.5156699,,FALSE,512.5156699,FALSE,FALSE,512.5156699,FALSE,512.5156699,FALSE,FALSE,FALSE
50,50,0.55,0.85,,,512.5156699,,FALSE,512.5156699,FALSE,FALSE,512.5156699,FALSE,512.5156699,FALSE,FALSE,FALSE
50,50,0.55,0.85,,,512.5156699,,FALSE,512.5156699,FALSE,FALSE,512.5156699,FALSE,512.5156699,FALSE,FALSE,FALSE
50,50,0.55,1,,,549.5335804,,FALSE,549.5335804,FALSE,FALSE,FALSE,549.5335804,549.5335804,FALSE,FALSE,FALSE
50,50,0.55,1,,,549.5335804,,FALSE,549.5335804,FALSE,FALSE,FALSE,549.5335804,549.5335804,FALSE,FALSE,FALSE
50,50,0.55,1,,,549.5335804,,FALSE,549.5335804,FALSE,FALSE,FALSE,549.5335804,549.5335804,FALSE,FALSE,FALSE
50,50,1,0.4,,,554.8697265,,FALSE,FALSE,554.8697265,554.8697265,FALSE,FALSE,554.8697265,FALSE,FALSE,FALSE
50,50,1,0.4,,,554.8697265,,FALSE,FALSE,554.8697265,554.8697265,FALSE,FALSE,554.8697265,FALSE,FALSE,FALSE
50,50,1,0.4,,,554.8697265,,FALSE,FALSE,554.8697265,554.8697265,FALSE,FALSE,554.8697265,FALSE,FALSE,FALSE
50,50,1,0.85,,,512.5156699,,FALSE,FALSE,512.5156699,FALSE,512.5156699,FALSE,512.5156699,FALSE,FALSE,FALSE
50,50,1,0.85,,,512.5156699,,FALSE,FALSE,512.5156699,FALSE,512.5156699,FALSE,512.5156699,FALSE,FALSE,FALSE
50,50,1,0.85,,,512.5156699,,FALSE,FALSE,512.5156699,FALSE,512.5156699,FALSE,512.5156699,FALSE,FALSE,FALSE
50,50,1,1,,,549.5335804,,FALSE,FALSE,549.5335804,FALSE,FALSE,549.5335804,549.5335804,FALSE,FALSE,FALSE
50,50,1,1,,,549.5335804,,FALSE,FALSE,549.5335804,FALSE,FALSE,549.5335804,549.5335804,FALSE,FALSE,FALSE
50,50,1,1,,,549.5335804,,FALSE,FALSE,549.5335804,FALSE,FALSE,549.5335804,549.5335804,FALSE,FALSE,FALSE
50,100,0.4,0.4,,,554.8697265,,554.8697265,FALSE,FALSE,554.8697265,FALSE,FALSE,FALSE,554.8697265,FALSE,FALSE
50,100,0.4,0.4,,,554.8697265,,554.8697265,FALSE,FALSE,554.8697265,FALSE,FALSE,FALSE,554.8697265,FALSE,FALSE
50,100,0.4,0.4,,,554.8697265,,554.8697265,FALSE,FALSE,554.8697265,FALSE,FALSE,FALSE,554.8697265,FALSE,FALSE
50,100,0.4,0.85,,,512.5156699,,512.5156699,FALSE,FALSE,FALSE,512.5156699,FALSE,FALSE,512.5156699,FALSE,FALSE
50,100,0.4,0.85,,,512.5156699,,512.5156699,FALSE,FALSE,FALSE,512.5156699,FALSE,FALSE,512.5156699,FALSE,FALSE
50,100,0.4,0.85,,,512.5156699,,512.5156699,FALSE,FALSE,FALSE,512.5156699,FALSE,FALSE,512.5156699,FALSE,FALSE
50,100,0.4,1,,,505.9920799,,505.9920799,FALSE,FALSE,FALSE,FALSE,505.9920799,FALSE,505.9920799,FALSE,FALSE
50,100,0.4,1,,,505.9920799,,505.9920799,FALSE,FALSE,FALSE,FALSE,505.9920799,FALSE,505.9920799,FALSE,FALSE
50,100,0.4,1,,,505.9920799,,505.9920799,FALSE,FALSE,FALSE,FALSE,505.9920799,FALSE,505.9920799,FALSE,FALSE
50,100,0.55,0.4,,,554.8697265,,FALSE,554.8697265,FALSE,554.8697265,FALSE,FALSE,FALSE,554.8697265,FALSE,FALSE
50,100,0.55,0.4,,,554.8697265,,FALSE,554.8697265,FALSE,554.8697265,FALSE,FALSE,FALSE,554.8697265,FALSE,FALSE
50,100,0.55,0.4,,,554.8697265,,FALSE,554.8697265,FALSE,554.8697265,FALSE,FALSE,FALSE,554.8697265,FALSE,FALSE
50,100,0.55,0.85,,,512.5156699,,FALSE,512.5156699,FALSE,FALSE,512.5156699,FALSE,FALSE,512.5156699,FALSE,FALSE
50,100,0.55,0.85,,,512.5156699,,FALSE,512.5156699,FALSE,FALSE,512.5156699,FALSE,FALSE,512.5156699,FALSE,FALSE
50,100,0.55,0.85,,,512.5156699,,FALSE,512.5156699,FALSE,FALSE,512.5156699,FALSE,FALSE,512.5156699,FALSE,FALSE
50,100,0.55,1,,,505.9920799,,FALSE,505.9920799,FALSE,FALSE,FALSE,505.9920799,FALSE,505.9920799,FALSE,FALSE
50,100,0.55,1,,,505.9920799,,FALSE,505.9920799,FALSE,FALSE,FALSE,505.9920799,FALSE,505.9920799,FALSE,FALSE
50,100,0.55,1,,,505.9920799,,FALSE,505.9920799,FALSE,FALSE,FALSE,505.9920799,FALSE,505.9920799,FALSE,FALSE
50,100,1,0.4,,,554.8697265,,FALSE,FALSE,554.8697265,554.8697265,FALSE,FALSE,FALSE,554.8697265,FALSE,FALSE
50,100,1,0.4,,,519.6196516,,FALSE,FALSE,519.6196516,519.6196516,FALSE,FALSE,FALSE,519.6196516,FALSE,FALSE
50,100,1,0.4,,,519.6196516,,FALSE,FALSE,519.6196516,519.6196516,FALSE,FALSE,FALSE,519.6196516,FALSE,FALSE
50,100,1,0.85,,,512.5156699,,FALSE,FALSE,512.5156699,FALSE,512.5156699,FALSE,FALSE,512.5156699,FALSE,FALSE
50,100,1,0.85,,,512.5156699,,FALSE,FALSE,512.5156699,FALSE,512.5156699,FALSE,FALSE,512.5156699,FALSE,FALSE
50,100,1,0.85,,,512.5156699,,FALSE,FALSE,512.5156699,FALSE,512.5156699,FALSE,FALSE,512.5156699,FALSE,FALSE
50,100,1,1,,,505.9920799,,FALSE,FALSE,505.9920799,FALSE,FALSE,505.9920799,FALSE,505.9920799,FALSE,FALSE
50,100,1,1,,,505.9920799,,FALSE,FALSE,505.9920799,FALSE,FALSE,505.9920799,FALSE,505.9920799,FALSE,FALSE
50,100,1,1,,,505.9920799,,FALSE,FALSE,505.9920799,FALSE,FALSE,505.9920799,FALSE,505.9920799,FALSE,FALSE
50,150,0.4,0.4,,,533.413106,,533.413106,FALSE,FALSE,533.413106,FALSE,FALSE,FALSE,FALSE,533.413106,FALSE
50,150,0.4,0.4,,,533.413106,,533.413106,FALSE,FALSE,533.413106,FALSE,FALSE,FALSE,FALSE,533.413106,FALSE
50,150,0.4,0.4,,,533.413106,,533.413106,FALSE,FALSE,533.413106,FALSE,FALSE,FALSE,FALSE,533.413106,FALSE
50,150,0.4,0.85,,,480.2385747,,480.2385747,FALSE,FALSE,FALSE,480.2385747,FALSE,FALSE,FALSE,480.2385747,FALSE
50,150,0.4,0.85,,,480.2385747,,480.2385747,FALSE,FALSE,FALSE,480.2385747,FALSE,FALSE,FALSE,480.2385747,FALSE
50,150,0.4,0.85,,,480.2385747,,480.2385747,FALSE,FALSE,FALSE,480.2385747,FALSE,FALSE,FALSE,480.2385747,FALSE
50,150,0.4,1,,,477.3057166,,477.3057166,FALSE,FALSE,FALSE,FALSE,477.3057166,FALSE,FALSE,477.3057166,FALSE
50,150,0.4,1,,,477.3057166,,477.3057166,FALSE,FALSE,FALSE,FALSE,477.3057166,FALSE,FALSE,477.3057166,FALSE
50,150,0.4,1,,,477.3057166,,477.3057166,FALSE,FALSE,FALSE,FALSE,477.3057166,FALSE,FALSE,477.3057166,FALSE
50,150,0.55,0.4,,,533.413106,,FALSE,533.413106,FALSE,533.413106,FALSE,FALSE,FALSE,FALSE,533.413106,FALSE
50,150,0.55,0.4,,,533.413106,,FALSE,533.413106,FALSE,533.413106,FALSE,FALSE,FALSE,FALSE,533.413106,FALSE
50,150,0.55,0.4,,,533.413106,,FALSE,533.413106,FALSE,533.413106,FALSE,FALSE,FALSE,FALSE,533.413106,FALSE
50,150,0.55,0.85,,,480.2385747,,FALSE,480.2385747,FALSE,FALSE,480.2385747,FALSE,FALSE,FALSE,480.2385747,FALSE
50,150,0.55,0.85,,,480.2385747,,FALSE,480.2385747,FALSE,FALSE,480.2385747,FALSE,FALSE,FALSE,480.2385747,FALSE
50,150,0.55,0.85,,,480.2385747,,FALSE,480.2385747,FALSE,FALSE,480.2385747,FALSE,FALSE,FALSE,480.2385747,FALSE
50,150,0.55,1,,,477.3057166,,FALSE,477.3057166,FALSE,FALSE,FALSE,477.3057166,FALSE,FALSE,477.3057166,FALSE
50,150,0.55,1,,,477.3057166,,FALSE,477.3057166,FALSE,FALSE,FALSE,477.3057166,FALSE,FALSE,477.3057166,FALSE
50,150,0.55,1,,,477.3057166,,FALSE,477.3057166,FALSE,FALSE,FALSE,477.3057166,FALSE,FALSE,477.3057166,FALSE
50,150,1,0.4,,,533.413106,,FALSE,FALSE,533.413106,533.413106,FALSE,FALSE,FALSE,FALSE,533.413106,FALSE
50,150,1,0.4,,,533.413106,,FALSE,FALSE,533.413106,533.413106,FALSE,FALSE,FALSE,FALSE,533.413106,FALSE
